"TENURE","HHSIZE","HH62PLUS","HHUNDER18","HHUNDER6","HHFIRSTMOVEIN","HHDEAR","HHDEYE","HHDREM","HHDPHY","HHDDRS","HHDOUT","HHDONEPLUS","NOHEAT","NOHOTWATER","ADDHEAT","LEAKS","MOLD","MUSTY","RODENTS_UNIT","RODENTS_BUILD","TOILET_BROK","ROACHES_NUM","WALLHOLES","FLOORHOLES","PEELPAINT","MDEFCOUNT","ANIMS","PA_FOOD","PA_CASH","PA_OTHER","PA_ANY","FOODINSECURE","UTIL_ELECTRIC","UTIL_GAS","UTIL_HEAT","UTIL_WATER","UTIL_INCLUDED","UTIL_NONE","UTILCOSTS_SUMMER","UTILCOSTS_WINTER","MUTIL","INTERUPT_UTIL","INTERUPT_PHONE","INTERUPT_CELL","INTERUPT_NONE","EMERG400_RATE","HHINC_REC1","HUDILFY20","HUDILFY21","HHPOVERTY","LEASENOW","RENTASSIST","RENTASSIST_VOUCHER","RENTOUTSIDE","RENTFEES","RENT_AMOUNT","GRENT","RENTPAID","RENTPAID_AMOUNT","MISSRENT","ALTRENT_CREDIT","ALTRENT_SAVINGS","ALTRENT_LOAN","ALTRENT_ASSET","ALTRENT_ONEPLUS","RENTBURDEN_CAT","CROWD_BDRM","CROWD_RM","HHCOVIDDIAG"
1,2,2,2,2,2021,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,150,100,120,2,2,2,1,10,92000,101,96,250,1,2,2,2,2,3450,1400,1,3450,2,2,2,2,2,2,2,3,3,1
1,1,2,2,2,2006,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,1,2,2,2,2,2,1,150,100,120,2,2,2,1,3,14000,18,17,104,2,2,2,2,2,900,900,1,900,2,2,2,2,2,2,1,3,3,2
2,2,2,2,2,2014,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,1,0,2,2,2,2,2,1,2,2,2,2,1,2,150,100,120,2,2,2,1,10,87000,96,91,250,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,3,2
1,3,2,1,1,2021,2,1,2,2,2,2,1,2,2,2,2,2,5,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,150,100,120,2,2,2,1,1,756588,250,250,250,1,2,2,1,2,9149,1400,1,9083,2,2,2,2,2,2,3,3,3,2
1,4,1,2,2,1985,2,2,2,2,2,2,2,2,1,2,1,2,5,2,2,2,1,1,2,1,3,1,1,2,2,1,1,1,1,2,2,2,2,150,100,113,2,2,1,2,10,105000,92,88,250,1,2,2,2,2,916,1029,1,916,2,2,2,2,2,2,3,1,2,2
1,1,1,2,2,2014,2,2,1,1,1,1,1,2,2,2,2,2,5,2,2,2,2,2,2,2,0,2,2,2,2,2,1,1,2,2,2,2,2,90,65,71,2,2,2,1,3,11000,14,13,89,1,2,2,2,2,177,248,1,177,2,2,2,2,2,2,3,3,3,2
2,3,2,2,2,1985,2,2,1,2,2,1,1,2,2,2,2,2,5,2,2,2,4,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,150,100,120,2,2,2,1,10,49400,48,46,244,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,3,2
2,2,2,2,2,2020,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,150,100,120,2,2,2,1,10,747512,250,250,250,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,3,2
1,1,1,2,2,2018,2,2,2,1,2,1,1,2,2,2,2,2,5,2,2,2,2,2,2,2,0,2,2,2,2,2,1,1,1,2,2,2,2,36,40,39,2,2,2,1,1,9737,12,12,78,1,2,2,2,2,178,217,1,178,2,2,2,2,2,2,3,3,3,2
2,2,2,2,2,2010,2,2,2,1,2,2,1,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,1,2,2,2,2,1,2,150,100,120,2,2,2,1,10,156800,172,164,250,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,3,2
2,1,2,2,2,2006,2,2,2,2,2,2,2,1,2,2,2,2,5,2,2,2,2,2,2,2,0,2,2,2,2,2,1,2,2,2,2,1,2,150,100,120,2,2,2,1,10,70000,88,84,250,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,3,2
1,2,1,2,2,1972,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,1,1,1,1,1,2,2,119,350,330,2,2,2,1,10,80000,88,84,250,2,2,2,2,2,1000,1330,1,1000,2,2,2,2,2,2,3,3,3,2
1,1,1,2,2,2019,2,1,2,1,2,2,1,2,2,2,2,2,5,2,2,2,4,2,1,1,2,2,1,2,2,1,1,2,2,2,2,1,2,150,100,120,2,2,2,1,1,10400,13,12,84,1,2,2,2,2,235,235,1,235,2,2,1,2,2,1,4,3,3,1
1,2,1,2,2,2015,1,1,2,2,2,1,1,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,1,1,1,2,2,2,2,100,105,104,2,2,2,1,5,20900,23,22,134,2,2,2,2,2,0,1400,1,0,2,2,2,2,2,2,3,3,3,2
1,3,2,1,1,2009,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,1,2,2,1,1,1,1,2,2,2,2,600,300,375,2,2,2,1,1,5000,5,5,24,1,2,2,2,2,900,1275,1,900,2,2,2,2,2,2,1,3,3,2
1,1,2,2,2,2019,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,1,1,2,2,2,2,2,150,150,150,2,2,2,1,10,6000,8,7,45,1,2,2,2,2,4200,4350,1,4200,2,2,1,2,2,1,1,3,3,2
1,3,2,1,2,2021,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,150,100,120,2,2,2,1,1,76800,75,72,250,1,2,2,2,2,1200,1400,1,1200,2,2,2,2,2,2,3,3,3,2
2,1,1,2,2,1995,2,2,1,1,2,2,1,2,3,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,1,1,2,2,2,2,2,88,88,88,2,2,2,1,10,45200,57,54,250,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,3,2
1,1,1,2,2,1990,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,1,2,2,2,2,2,1,150,100,120,2,2,2,1,10,1000,1,1,7,1,2,2,2,1,2000,2000,1,2000,2,2,2,2,2,2,1,3,3,2
1,1,2,2,2,2013,2,2,2,2,2,2,2,2,2,2,2,2,5,1,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,225,125,150,2,2,2,1,10,50000,63,60,250,1,2,2,2,2,1630,1780,1,1630,2,2,2,2,2,2,2,3,3,2
2,2,1,2,2,1996,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,1,1,1,1,1,2,2,150,100,120,2,2,2,1,10,53000,58,55,250,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,3,2
2,6,1,1,2,2003,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,2,150,100,120,2,2,2,1,10,130800,99,95,250,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,3,2
1,1,2,2,2,2012,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,1,1,2,2,2,2,2,120,95,101,2,2,2,1,1,80000,101,96,250,1,2,2,2,2,2500,2601,1,2500,2,2,2,2,2,2,2,3,3,2
1,1,2,2,2,1998,2,2,2,1,1,1,1,2,2,2,2,2,5,2,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,2,150,100,120,2,2,2,1,5,10560,13,13,78,1,2,2,2,2,270,270,1,270,1,2,2,1,2,1,4,3,3,2
1,1,1,2,2,2016,2,2,2,2,2,2,2,1,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,1,1,2,2,2,2,2,67,90,84,2,2,2,1,10,144000,181,172,250,2,2,2,2,2,2495,2579,1,2495,2,2,1,2,2,1,3,3,3,2
1,1,1,2,2,2000,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,1,3,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,180,90,117,2,2,2,1,3,25000,31,30,186,2,2,2,2,2,1400,1517,1,1400,2,2,2,2,2,2,4,3,3,2
2,7,2,1,1,2007,1,2,1,2,2,1,1,2,2,2,2,2,5,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,150,100,120,2,2,2,1,1,267590,190,181,250,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,3,2
1,1,1,2,2,2000,2,2,2,1,1,2,1,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,1,2,2,1,1,1,2,2,2,2,2,700,800,775,2,2,2,1,10,12000,15,14,97,1,2,2,2,2,875,1650,1,875,2,2,2,2,2,2,1,3,3,2
1,1,1,2,2,1975,2,2,2,1,1,1,1,1,1,2,2,2,5,2,2,2,2,2,2,2,0,2,1,2,2,1,2,2,2,2,2,1,2,150,100,120,2,2,2,1,1,10400,13,12,84,1,2,2,2,1,250,250,1,250,2,2,2,2,2,2,4,3,3,2
1,3,2,2,2,2021,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,1,2,2,150,100,120,2,2,2,1,10,89000,87,83,250,1,2,2,1,2,1252,1400,1,1252,2,2,2,2,2,2,3,3,3,1
2,3,1,2,2,2000,1,2,1,1,1,1,1,2,2,2,2,2,5,1,2,2,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,200,600,500,2,2,1,2,1,50100,49,47,247,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,3,2
1,4,2,1,1,2019,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,2,1,1,2,2,2,2,300,300,300,2,2,2,1,7,45000,40,38,171,1,2,2,2,2,2200,2500,1,2200,2,2,2,2,2,2,1,3,3,2
1,2,2,1,2,1997,2,2,2,2,2,2,2,1,1,1,1,1,5,2,1,1,4,1,2,1,7,2,1,2,1,1,1,2,2,2,2,1,2,150,100,120,2,2,1,2,1,750,1,1,4,1,2,2,2,2,400,400,1,400,2,2,2,2,2,2,4,3,3,2
1,1,2,2,2,1992,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,1,1,1,2,2,2,2,80,80,80,2,2,2,1,1,24500,31,29,182,1,2,2,2,2,2050,2130,1,2050,2,2,2,2,2,2,1,3,3,2
1,2,2,2,2,2020,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,110,100,120,2,2,2,1,10,0,63,60,250,1,2,2,1,2,3739,1400,1,3739,2,2,2,2,2,2,1,3,3,1
2,6,1,1,1,2021,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,150,100,120,2,2,2,1,10,169557,129,123,250,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,2,2
1,1,2,2,2,2007,2,2,2,2,2,2,2,2,1,1,1,2,5,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,150,100,120,2,2,2,1,8,12000,15,14,89,1,2,2,2,2,1361,1361,1,1361,2,2,2,2,2,2,1,3,3,2
1,1,1,2,2,1994,1,1,1,1,2,1,1,2,1,2,2,1,3,2,1,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,190,135,149,2,2,2,1,1,600,1,1,5,1,1,1,2,2,1898,2047,1,1898,2,2,2,2,2,2,4,3,3,1
1,1,1,2,2,1985,2,2,2,1,1,1,1,2,2,1,2,2,5,2,2,2,2,1,2,1,2,2,1,2,2,1,1,2,2,2,2,2,1,150,100,120,2,2,2,1,1,30860,39,37,249,1,2,2,2,2,460,460,1,460,2,2,2,2,2,2,4,3,3,1
1,1,2,2,2,2019,2,2,2,2,2,2,2,2,1,2,2,2,5,2,2,2,2,2,2,2,0,2,2,2,2,2,1,1,1,2,2,2,2,150,150,150,2,2,2,1,7,95000,119,114,250,1,2,2,2,2,1397,1547,1,1397,2,2,2,2,2,2,3,3,3,2
1,2,2,2,2,2020,2,2,2,2,2,2,2,2,2,2,2,2,5,1,2,2,3,1,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,70,100,120,2,2,2,1,5,42000,46,44,242,1,2,2,2,2,813,1400,1,813,2,2,2,2,2,2,3,3,3,1
1,1,2,2,2,1989,2,2,2,1,1,1,1,2,2,2,2,2,5,2,2,2,1,2,2,2,0,1,2,1,2,1,1,1,2,2,2,2,2,180,70,98,2,2,2,1,4,48600,61,58,250,1,2,2,2,2,1650,1748,1,1650,1,2,2,2,2,2,4,3,3,2
1,2,1,2,2,2015,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,1,1,1,2,2,2,2,45,40,41,2,2,2,1,5,54200,60,57,250,1,2,2,2,2,1700,1741,1,1700,2,2,2,2,2,2,2,3,3,2
2,2,1,2,2,1991,2,2,2,1,2,2,1,2,3,2,2,2,5,2,1,2,1,2,2,2,1,2,2,2,1,1,3,2,2,2,2,1,2,150,100,120,2,2,2,1,10,25156,28,26,161,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,3,2
1,4,2,2,2,2020,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,150,100,120,2,2,2,1,8,128620,113,108,250,1,2,2,2,2,3325,1400,1,3325,2,2,2,2,2,2,2,3,3,2
2,2,2,2,2,1993,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,1,1,1,1,1,2,2,150,100,120,2,2,2,1,10,48000,53,50,250,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,3,2
1,3,2,1,2,2013,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,1,1,2,2,2,2,2,200,200,200,2,2,2,1,10,35000,34,33,168,2,2,2,2,2,1600,1800,1,1600,2,2,2,2,2,2,1,3,3,2
1,5,2,1,2,2014,2,2,2,2,2,2,2,1,1,2,1,2,5,1,2,2,1,2,1,1,5,2,2,2,2,2,1,1,2,2,2,2,2,130,130,130,2,2,2,1,10,19000,15,15,62,2,2,2,2,2,1512,1642,1,1512,1,2,2,2,2,2,1,2,2,2
1,2,2,2,2,2017,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,0,2,2,2,2,2,1,1,2,2,2,2,2,120,50,68,2,2,2,1,10,155400,171,163,250,1,2,2,2,2,1578,1646,1,1578,2,2,2,2,2,2,3,3,3,2
1,3,2,2,2,2019,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,1,1,1,2,2,2,2,120,80,90,2,2,2,1,10,132000,129,123,250,1,2,2,2,2,800,890,1,800,2,2,2,2,2,2,3,3,3,1
1,2,1,2,2,2016,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,1,1,1,2,2,2,2,60,90,83,2,2,2,1,7,128200,141,134,250,1,2,2,2,2,1800,1883,1,1800,2,2,2,2,2,2,3,3,3,2
1,4,2,2,2,2017,2,2,2,2,2,2,2,2,2,1,1,2,5,1,2,1,1,1,2,2,5,2,2,2,2,2,1,1,1,2,2,2,2,125,125,125,2,2,2,1,8,207000,182,174,250,1,2,2,2,2,1592,1717,1,1592,2,2,2,2,2,2,3,3,3,1
1,2,2,2,2,2007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,74,40,49,2,2,2,1,1,42000,46,44,242,1,2,2,2,2,1200,1249,1,1200,2,2,2,2,2,2,2,3,3,2
1,1,2,2,2,2000,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,1,2,2,2,2,2,1,150,100,120,2,2,2,1,10,150000,188,179,250,1,2,2,2,2,1900,1900,1,1900,2,2,2,2,2,2,3,3,3,2
1,1,1,2,2,2020,2,2,2,1,1,1,1,2,2,2,2,2,5,2,2,2,1,2,2,2,1,2,1,2,2,1,1,1,2,2,2,2,2,90,100,120,2,2,2,1,1,4800,6,6,39,1,1,2,2,2,24,1400,1,24,2,2,2,2,2,2,3,3,3,2
2,3,2,1,2,2000,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,1,1,1,1,1,2,2,400,500,1142,2,2,2,1,10,0,63,60,250,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,3,2
1,2,2,2,2,1992,2,2,2,2,2,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,6,1,2,2,2,2,1,1,1,2,2,2,2,180,100,120,2,2,2,1,1,55000,60,58,250,1,2,2,2,2,1700,1820,1,1700,1,2,2,2,2,2,2,3,3,2
1,1,1,2,2,1990,2,2,2,2,2,1,1,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,1,2,2,1,1,1,2,2,2,2,2,100,50,63,2,2,2,1,1,15256,19,18,123,1,2,2,2,2,147,210,1,147,2,2,2,2,2,2,3,3,3,2
1,1,2,2,2,2020,1,2,2,2,2,2,1,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,1,1,2,2,2,2,2,70,70,70,2,2,2,1,10,58000,73,69,250,1,2,2,2,2,300,370,2,1375,2,2,2,2,2,2,3,3,3,2
2,1,1,2,2,1987,2,2,2,1,2,2,1,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,1,2,2,1,1,2,2,2,2,1,2,150,100,120,2,2,2,1,1,0,63,60,250,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,3,2
1,1,1,2,2,2019,2,2,2,2,2,2,2,2,2,1,2,2,5,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,150,100,120,2,2,2,1,1,0,63,60,250,2,2,2,2,2,700,700,1,700,2,2,2,2,2,2,1,3,3,2
1,6,2,1,2,2012,2,2,2,2,2,2,2,1,1,1,1,1,4,1,2,1,3,2,2,1,6,2,2,2,2,2,2,1,1,2,2,2,2,300,200,225,2,2,2,1,2,81200,62,59,223,1,1,1,2,1,2100,2325,1,2100,1,2,2,2,2,2,4,3,3,1
1,2,2,2,2,2018,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,1,2,2,2,2,2,1,150,100,120,2,2,2,1,10,71500,79,75,250,2,2,2,2,2,1695,1695,1,1695,2,2,2,2,2,2,3,3,3,2
2,2,1,2,2,2019,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,1,1,2,2,2,2,2,130,80,93,2,2,2,1,10,270000,250,250,250,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,3,2
1,2,2,2,2,2020,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,0,1,2,2,2,2,1,2,2,2,2,1,2,150,100,120,2,2,2,1,10,113000,124,118,250,1,2,2,2,2,2900,2900,1,2900,2,2,2,2,2,2,2,3,3,2
1,1,2,2,2,2018,2,2,2,2,2,2,2,2,3,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,1,1,2,2,2,2,2,120,90,98,2,2,2,1,10,120000,151,144,250,1,2,2,2,2,2900,2998,1,2900,2,2,2,2,2,2,3,3,3,2
1,1,2,2,2,2019,2,2,2,2,2,2,2,2,2,2,1,2,5,2,1,2,3,1,2,1,4,2,2,2,2,2,2,2,2,2,2,2,1,150,100,120,2,2,2,1,5,70000,88,84,250,1,2,2,2,2,1110,1110,1,1110,2,2,2,2,2,2,3,3,3,2
1,4,2,1,2,2012,2,2,2,2,2,2,2,1,1,2,1,1,3,2,2,2,2,1,2,1,4,2,2,2,2,2,1,2,2,2,2,1,2,150,100,120,2,2,2,1,8,650,1,1,2,2,2,2,2,2,900,900,1,900,2,2,2,2,2,2,4,3,3,2
2,1,2,2,2,2009,2,2,2,2,1,1,1,1,2,1,2,2,5,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,150,100,120,2,2,2,1,10,250000,250,250,250,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,3,2
1,3,1,2,2,1995,2,2,1,1,2,1,1,2,2,1,2,2,5,1,2,2,4,1,1,1,3,2,1,2,2,1,2,1,1,2,2,2,2,101,75,82,2,2,2,1,1,74500,73,69,250,1,1,2,2,2,1138,1220,1,1138,2,2,2,2,2,2,3,3,3,2
1,1,1,2,2,2007,1,2,1,1,1,1,1,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,1,2,2,1,1,1,2,2,2,2,2,60,50,53,2,2,2,1,1,0,63,60,250,1,1,1,2,2,1418,1471,1,1418,2,2,2,2,2,2,4,3,3,2
1,3,2,2,2,1999,2,2,2,2,2,2,2,2,1,2,1,1,5,1,2,2,3,2,2,1,2,1,2,2,2,2,1,1,1,2,2,2,2,100,70,78,2,2,2,1,1,45000,44,42,222,1,2,2,2,2,1570,1648,1,1570,2,2,2,2,2,2,2,3,3,2
1,3,2,2,2,2005,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,1,2,2,2,2,1,2,150,100,120,2,2,2,1,10,37800,37,35,187,1,2,2,2,2,300,300,1,300,2,2,2,2,2,2,3,2,1,2
1,1,1,2,2,1990,2,2,1,2,2,2,1,1,2,1,1,2,5,2,2,2,1,2,2,1,3,2,2,2,2,2,1,1,2,2,2,2,2,65,45,50,2,2,2,1,10,30000,38,36,242,1,2,2,2,2,1851,1901,1,1851,2,2,2,2,2,2,1,3,3,2
1,1,1,2,2,2012,1,2,2,1,1,1,1,2,2,2,2,2,5,1,2,1,4,2,2,1,3,2,1,2,2,1,1,1,2,2,2,2,2,100,60,70,2,2,2,1,1,10788,14,13,87,1,1,1,2,2,801,871,1,801,2,2,2,2,2,2,4,3,3,2
1,2,2,1,2,2015,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,1,1,2,2,4,1,1,2,2,1,1,1,2,2,2,2,2,85,65,70,2,2,2,1,1,182,0,0,1,2,2,2,2,2,866,936,1,866,1,2,1,2,2,1,1,3,1,2
1,3,2,2,2,2020,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,270,100,120,2,2,2,1,10,302000,250,250,250,1,2,2,2,2,6000,1400,1,6000,2,2,2,2,2,2,3,3,3,2
1,1,2,2,2,2021,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,150,100,120,2,2,2,1,10,115500,145,138,250,1,2,2,2,2,2350,1400,1,2350,2,2,2,2,2,2,3,3,3,1
1,4,2,1,2,2020,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,120,100,120,2,2,2,1,7,22120,19,19,84,1,2,2,2,2,1800,1400,1,1800,2,2,2,2,2,2,1,3,2,2
2,1,2,2,2,2002,2,2,2,2,2,2,2,2,3,2,1,2,5,2,2,2,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,250,65,111,2,2,2,1,8,94600,119,113,250,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,3,2
1,1,1,2,2,2005,2,2,2,2,2,2,2,1,2,2,1,2,5,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,2,240,240,240,2,2,2,1,10,35000,44,42,250,2,2,2,2,2,1169,1409,1,1169,2,2,2,2,2,2,2,3,3,2
1,1,2,2,2,2019,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,0,1,2,2,2,2,1,1,2,2,2,2,2,250,60,108,2,2,2,1,5,7056,9,8,52,1,2,2,2,2,2600,2708,1,2600,1,2,2,2,1,1,1,3,3,2
1,2,2,2,2,2017,2,2,2,2,2,2,2,2,2,1,2,2,5,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,150,100,120,2,2,2,1,10,184000,202,193,250,1,2,2,2,2,2275,2275,1,2275,2,2,2,2,2,2,3,3,3,2
2,1,2,2,2,2003,2,2,2,2,2,2,2,2,1,1,2,2,5,2,2,2,1,2,2,2,1,1,2,2,2,2,1,1,1,1,1,2,2,150,100,120,2,2,2,1,10,4500,6,5,33,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,3,1
1,2,1,2,2,1997,2,2,2,1,2,1,1,2,2,2,2,2,5,1,2,2,3,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,140,55,76,2,2,2,1,8,53816,59,56,250,1,2,2,2,2,1270,1346,1,1270,2,2,1,2,2,1,2,3,3,2
1,2,2,2,2,2020,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,150,100,120,2,2,2,1,8,36800,40,39,212,1,2,2,2,1,817,817,1,817,2,2,1,2,2,1,4,3,3,2
1,1,2,2,2,2017,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,1,2,2,2,2,2,1,150,100,120,2,2,2,1,10,72000,90,86,250,1,2,2,2,2,1900,1900,1,1900,2,2,2,2,2,2,2,3,3,2
1,1,1,2,2,2012,2,2,2,2,2,2,2,2,2,2,2,2,5,1,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,150,100,120,2,2,2,1,1,0,63,60,250,1,2,2,2,2,900,900,1,900,2,2,2,2,2,2,4,3,3,2
2,1,2,2,2,2017,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,1,0,2,2,2,2,2,1,1,2,1,2,2,2,150,75,96,2,2,2,1,5,50000,63,60,250,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,3,2
2,2,1,2,2,2004,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,1,1,1,2,2,2,2,250,140,168,2,2,2,1,10,199400,219,209,250,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,3,1
1,3,1,1,2,2016,2,2,2,2,2,2,2,2,2,2,1,2,5,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,180,100,120,2,2,2,1,5,40600,40,38,195,1,2,2,2,2,1725,1845,1,1725,2,2,2,2,2,2,1,1,3,2
1,1,2,2,2,1978,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,468,515,503,2,2,2,1,8,35000,44,42,250,1,2,2,2,2,1400,1903,1,1400,2,2,2,2,2,2,2,3,3,2
